,source,author,title,description,url,urlToImage,publishedAt,content
43,"{'id': 'financial-post', 'name': 'Financial Post'}",Gabriel Friedman,Myths about Canada's pandemic 'recession': Sprott School of Business' Ian Lee,"Across Canada, government debt is rising and is likely to continue to rise. What are the potential impacts and should we be concerned? 
 
 
 
 
 
 This week, on Down to Business, Ian Lee, an associate professor of Management at Carleton University’s Sprott Sc…",https://financialpost.com/news/economy/myths-about-canadas-pandemic-recession-sprott-school-of-business-ian-lee,https://smartcdn.prod.postmedia.digital/financialpost/wp-content/uploads/2021/05/recession0519.jpg,2021-05-19T11:00:53Z,"Article content
Across Canada, government debt is rising and is likely to continue to rise. What are the potential impacts and should we be concerned?
This week, on Down to Business, Ian Lee, an as… [+871 chars]"
44,"{'id': 'financial-post', 'name': 'Financial Post'}",Reuters,Apple's App Store chief kicks off iPhone maker's defense at Epic Games trial - Financial Post,"<ol><li>Apple's App Store chief kicks off iPhone maker's defense at Epic Games trial  Financial Post
</li><li>Parler returns to Apple App Store with some content excluded  The Verge
</li><li>Why Roblox’s definition of “games” is key to the Epic vs. Apple ca…",https://financialpost.com/pmn/business-pmn/apples-app-store-chief-kicks-off-iphone-makers-defense-at-epic-games-trial,,2021-05-17T18:35:19Z,"Article content
Apple Inc on Monday began its formal defense in an antitrust trial brought by Fortnite online game creator Epic Games, by calling its App Store chief Phil Schiller to the stand.
Sch… [+1942 chars]"
45,"{'id': 'financial-post', 'name': 'Financial Post'}",Reuters,"Parler returns to Apple's App Store, names new CEO - Financial Post","<ol><li>Parler returns to Apple's App Store, names new CEO  Financial Post
</li><li>Parler Returns to the App Store With Improved Moderation  MacRumors
</li><li>Social app Parler is cracking down on hate speech — but only on iPhones  The Washington Post
</…",https://financialpost.com/pmn/business-pmn/parler-returns-to-apples-app-store-names-new-ceo-2,,2021-05-17T16:29:16Z,"Article content
Parler, a social media app popular with U.S. conservatives, returned to Apple Incs App Store on Monday, after the iPhone maker dropped it following the deadly Jan. 6 riot at the U.S.… [+2223 chars]"
46,"{'id': 'financial-post', 'name': 'Financial Post'}",Reuters,"Amazon, Apple not to charge extra for lossless music - Financial Post","<ol><li>Amazon, Apple not to charge extra for lossless music  Financial Post
</li><li>Apple bringing Hi-Fi quality audio and Dolby Atmos to Apple Music  MobileSyrup
</li><li>Is Apple about to up its audio game with lossless Apple Music?  A Journal of Musica…",https://financialpost.com/pmn/business-pmn/amazon-apple-not-to-charge-extra-for-lossless-music,,2021-05-17T15:27:57Z,"Amazon.com Inc and Apple Inc will let users stream high-quality lossless audio at no extra charge, as they explore new ways to keep subscribers tuned in to their services amid intense competition.
A… [+831 chars]"
47,"{'id': 'google-news', 'name': 'Google News'}",B2b Growth: Your Daily B2b Marketing Podcast,B2B Growth: Your Daily B2B Marketing Podcast - Introducing a New Podcast: On the Whistle,"On the Whistle explores the impact that coaches, teachers and administrators from schools and youth organizations have on improving young people’s lives. Each episode features topics such as resilience, leadership, responsibility, and self-awareness as we exa…",https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5zb3VuZGVyLmZtLzgwOTIvcnNzLnhtbA/episode/MTUwNjM3YzQtYmE3Ny00YmM4LWJkMzItYmU5OGFjOGJjOTQ5,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQM26dOMF_WWxSMcBZZc9uz2gwtDMkQD-uun0dhDAD_aapVhPf-,2021-05-21T14:51:40Z,"On the Whistle explores the impact that coaches, teachers and administrators from schools and youth organizations have on improving young peoples lives. Each episode features topics such as resilienc… [+404 chars]"
48,"{'id': 'reuters', 'name': 'Reuters'}","Medha Singh,Krystal Hu",U.S. stocks end mixed as Dow recovers on strong economic data - Reuters,"Wall Street closed mixed at the end of a volatile week of trading, with the Dow Jones Industrial Average being the only bright spot, as inflation concerns loom over growth names.",https://www.reuters.com/business/us-stocks-end-mixed-dow-recovers-strong-economic-data-2021-05-21/,https://www.reuters.com/resizer/kGxGDFM0_rLTWqIP2zxfhM5U4EQ=/1200x628/smart/cloudfront-us-east-2.images.arcpublishing.com/reuters/ZD5MAJ6DRNOEJIOOFUXJ2QJ7XQ.jpg,2021-05-21T20:57:00Z,"Wall Street closed mixed at the end of a volatile week of trading, with the Dow Jones Industrial Average being the only bright spot, as inflation concerns loom over growth names.
The Dow was lifted … [+3390 chars]"
49,"{'id': 'reuters', 'name': 'Reuters'}","Medha Singh,Krystal Hu",U.S. stocks end mixed as Dow extends recovery after strong economic data - Reuters,"Wall Street ended mixed on Friday, with inflation concerns looming at the end of a volatile week of trading.",https://www.reuters.com/business/us-stocks-end-mixed-dow-extends-recovery-after-strong-economic-data-2021-05-21/,,2021-05-21T20:05:00Z,"Wall Street ended mixed on Friday, with inflation concerns looming at the end of a volatile week of trading.
The Dow Jones Industrial Average rose with the help of Boeing (BA.N), which jumped as ind… [+2677 chars]"
50,"{'id': 'reuters', 'name': 'Reuters'}",Reuters,Lady Gaga tells of 'psychotic break' after rape at 19 left her pregnant - Reuters,"Lady Gaga said she suffered a ""psychotic break"" after being raped and made pregnant by a producer at age 19 as she was trying to get a foothold in the music industry.",https://www.reuters.com/business/media-telecom/lady-gaga-tells-psychotic-break-after-rape-19-left-her-pregnant-2021-05-21/,https://www.reuters.com/resizer/45OosdU2rmmi6j35CAKb7rZeym4=/1200x628/smart/cloudfront-us-east-2.images.arcpublishing.com/reuters/XL4TN2CE2VMOVA4JM2CEGJCXJA.jpg,2021-05-21T17:54:00Z,"Lady Gaga said she suffered a ""psychotic break"" after being raped and made pregnant by a producer at age 19 as she was trying to get a foothold in the music industry.
Gaga, now 35, gave details of t… [+1374 chars]"
51,"{'id': 'reuters', 'name': 'Reuters'}",Stephen Nellis,Apple's Tim Cook says 'threat profile' of iPhone justifies App Store rules,"Apple Inc Chief Executive Tim Cook on Friday told a court that threats to iPhone security and privacy required tight control of the App Store, which ""Fortnite"" game maker Epic Games says is a monopoly that Apple illegally abuses.",https://www.reuters.com/article/legal-us-apple-epic-games-idUSKCN2D217Z,https://static.reuters.com/resources/r/?m=02&d=20210521&t=2&i=1562947201&r=LYNXNPEH4K0NT&w=800,2021-05-21T17:52:30Z,"(Reuters) - Apple Inc Chief Executive Tim Cook on Friday told a court that threats to iPhone security and privacy required tight control of the App Store, which Fortnite game maker Epic Games says is… [+3504 chars]"
52,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Lady Gaga tells of 'psychotic break' after rape at 19 left her pregnant,"Lady Gaga said she suffered a ""psychotic break"" after being raped and made pregnant by a producer at age 19 as she was trying to get a foothold in the music industry.",https://www.reuters.com/article/us-people-lady-gaga-idUSKCN2D22CB,https://static.reuters.com/resources/r/?m=02&d=20210521&t=2&i=1562991313&r=LYNXNPEH4K18F&w=800,2021-05-21T17:38:11Z,"By Reuters Staff
LOS ANGELES (Reuters) - Lady Gaga said she suffered a psychotic break after being raped and made pregnant by a producer at age 19 as she was trying to get a foothold in the music in… [+1329 chars]"
53,"{'id': 'reuters', 'name': 'Reuters'}",Reuters,Factbox: Five things to know about Epic's epic legal fight with Apple - Reuters,"Apple Inc (AAPL.O) Chief Executive Tim Cook takes the witness stand on Friday to defend the lucrative App Store against ""Fortnite"" maker Epic Games' allegations that it is a monopoly that Apple illegally abuses.",https://www.reuters.com/technology/five-things-know-about-epics-epic-legal-fight-with-apple-2021-05-21/,https://www.reuters.com/resizer/ZqRzjb525R_3B5cblkckZGMgDcY=/1200x628/smart/cloudfront-us-east-2.images.arcpublishing.com/reuters/CVS7ZKZDQBMY7FBHH5D7V6BLGE.jpg,2021-05-21T17:11:00Z,"Apple CEO Tim Cook gestures from the elevator as he arrives to speak during a weeks-long antitrust trial at federal court in Oakland, California, U.S. May 21, 2021. REUTERS/Brittany Hosea-SmallApple … [+2636 chars]"
54,"{'id': 'reuters', 'name': 'Reuters'}",Eva  Mathews,Netflix in search of executive to oversee gaming expansion - source - Reuters,"Netflix Inc is looking to hire an executive to oversee its expansion into videogames, a person familiar with the matter said, a sign that it is ramping up efforts to grow beyond its traditional business as streaming competition intensifies.",https://www.reuters.com/article/us-netflix-gaming-idUSKCN2D21N1,https://static.reuters.com/resources/r/?m=02&d=20210521&t=2&i=1562959523&r=LYNXNPEH4K0US&w=800,2021-05-21T17:10:53Z,"FILE PHOTO: The Netflix logo is seen on their office in Hollywood, Los Angeles, California, U.S. July 16, 2018. REUTERS/Lucy Nicholson/File Photo
(Reuters) -Netflix Inc is looking to hire an executi… [+968 chars]"
55,"{'id': 'reuters', 'name': 'Reuters'}",Stephen Nellis,FACTBOX-Five things to know about Epic's epic legal fight with Apple,"Apple Inc Chief Executive Tim Cook takes the witness stand on Friday to defend the lucrative App Store against ""Fortnite"" maker Epic Games' allegations that it is a monopoly that Apple illegally abuses.",https://www.reuters.com/article/legal-us-apple-epic-games-fortnite-idUSKCN2D2298,https://static.reuters.com/resources/r/?m=02&d=20210521&t=2&i=1562987528&r=LYNXNPEH4K16V&w=800,2021-05-21T16:56:45Z,WASHINGTON (Reuters) - Apple Inc Chief Executive Tim Cook takes the witness stand on Friday to defend the lucrative App Store against Fortnite maker Epic Games allegations that it is a monopoly that … [+2528 chars]
56,"{'id': 'reuters', 'name': 'Reuters'}",Sheila Dang,Snap to buy augmented reality company WaveOptics for over $500 mln - Reuters,"Snap Inc (SNAP.N) said Friday it will acquire WaveOptics Ltd, a British augmented reality (AR) technology company, for over $500 million.",https://www.reuters.com/technology/snap-buy-augmented-reality-company-waveoptics-over-500-mln-2021-05-21/,https://www.reuters.com/resizer/wuj1igDC1t-PlluHxcd5naYaqBY=/1200x628/smart/cloudfront-us-east-2.images.arcpublishing.com/reuters/PN4MFUPTHFIVZFRTCTULYLTCA4.jpg,2021-05-21T15:04:00Z,"A woman stands in front of the logo of Snap Inc on the floor of the New York Stock Exchange (NYSE) in New York City, NY, U.S. March 2, 2017. REUTERS/Lucas JacksonSnap Inc (SNAP.N) said Friday it will… [+1242 chars]"
57,"{'id': 'reuters', 'name': 'Reuters'}",Sheila Dang,Snap to buy augmented reality company WaveOptics for over $500 million,"Snap Inc said Friday it will acquire WaveOptics Ltd, a British augmented reality (AR) technology company, for over $500 million.",https://www.reuters.com/article/us-snap-augmented-reality-idUSKCN2D21VJ,https://static.reuters.com/resources/r/?m=02&d=20210521&t=2&i=1562970945&r=LYNXNPEH4K105&w=800,2021-05-21T14:56:39Z,"FILE PHOTO: A woman stands in front of the logo of Snap Inc on the floor of the New York Stock Exchange (NYSE) in New York City, NY, U.S. March 2, 2017. REUTERS/Lucas Jackson
(Reuters) - Snap Inc sa… [+1177 chars]"
58,"{'id': 'reuters', 'name': 'Reuters'}",Reuters,"Nvidia sets 4-for-1 stock split, shares rise - Reuters","Nvidia Corp (NVDA.O) on Friday announced a four-for-one stock split as it looks to make its stock less expensive for investors, sending the chipmaker's shares up 3%.",https://www.reuters.com/technology/nvidia-sets-4-for-1-stock-split-shares-rise-2021-05-21/,https://www.reuters.com/resizer/uPPdu3aa9NxhqVz4dLhAtmJIZXw=/1200x628/smart/cloudfront-us-east-2.images.arcpublishing.com/reuters/EP6RAN2YGNJTNKLHKF3WNQP7GM.jpg,2021-05-21T13:43:00Z,"The logo of technology company Nvidia is seen at its headquarters in Santa Clara, California, February 11, 2015. REUTERS/Robert Galbraith/File PhotoNvidia Corp (NVDA.O) on Friday announced a four-for… [+1080 chars]"
59,"{'id': 'reuters', 'name': 'Reuters'}",Reuters,Netflix looking to hire executive for gaming expansion - The Information - Reuters,"Netflix Inc (NFLX.O) is looking to hire an executive to oversee its expansion into videogames, The Information reported on Friday, citing people familiar with the matter.",https://www.reuters.com/technology/netflix-looking-hire-executive-gaming-expansion-information-2021-05-21/,,2021-05-21T13:38:00Z,"Netflix Inc (NFLX.O) is looking to hire an executive to oversee its expansion into videogames, The Information reported on Friday, citing people familiar with the matter.
The company has approached … [+796 chars]"
60,"{'id': 'reuters', 'name': 'Reuters'}","Terry Slavin – Editor, Reuters Professional",ANALYSIS: Strong stick of regulation will be needed to commandeer big business into hitting new climate - Reuters,"Joe Biden’s ambitious pledge last month to halve U.S. greenhouse gas emissions by 2030, and the EU’s move to raise its 2030 target for cutting emissions from 40% to 55%, appear to be two leaps forward for humankind by pushing for urgent action to turn the tid…",https://www.reuters.com/article/events-biden-idUSMTZSPDEH5LGJLRIH,https://static.reuters.com/resources/r/?m=02&d=20210521&t=2&i=1562956332&r=MTZSPDEH5LGJLRIG&w=800,2021-05-21T13:04:42Z,"Joe Bidens ambitious pledge last month to halve U.S. greenhouse gas emissions by 2030, and the EUs move to raise its 2030 target for cutting emissions from 40% to 55%, appear to be two leaps forward … [+7270 chars]"
61,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,White House partners Tinder parent in hopes users swipe right on vaccinations - Reuters,"Match Group Inc said on Friday it had teamed up with the White House to promote COVID-19 vaccinations across its popular online dating apps such as Tinder, OkCupid and Hinge.",https://www.reuters.com/article/us-health-coronavirus-match-grp-idUSKCN2D21L8,https://static.reuters.com/resources/r/?m=02&d=20210521&t=2&i=1562957457&r=LYNXNPEH4K0U0&w=800,2021-05-21T13:04:37Z,"By Reuters Staff
FILE PHOTO: The dating app Tinder is shown on an Apple iPhone in this photo illustration taken February 10, 2016. REUTERS/Mike Blake/Illustration/File Photo GLOBAL BUSINESS WEEK AHE… [+1055 chars]"
62,"{'id': 'reuters', 'name': 'Reuters'}",Stephen Nellis,Apple's Tim Cook to defend App Store at trial with Fortnite maker - Reuters,"Apple Inc (AAPL.O) Chief Executive Tim Cook on Friday will take the witness stand to defend the App Store, a booming part of the iPhone maker's business that ""Fortnite"" maker Epic Games says is a monopoly that Apple abuses.",https://www.reuters.com/business/legal/apples-tim-cook-defend-app-store-trial-with-fortnite-maker-2021-05-21/,https://www.reuters.com/resizer/syJODEdY2h4i4cE4DhupFFJJ0U0=/1200x628/smart/cloudfront-us-east-2.images.arcpublishing.com/reuters/FLUEVVF2AFM3TLW5PNFT3HGSRY.jpg,2021-05-21T11:34:00Z,"Apple Inc (AAPL.O) Chief Executive Tim Cook on Friday will take the witness stand to defend the App Store, a booming part of the iPhone maker's business that ""Fortnite"" maker Epic Games says is a mon… [+2990 chars]"
63,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Prince Harry: pain of Diana's death pushed me to drink and drugs - Reuters,"Prince Harry said he abused alcohol to numb the pain of his mother Diana's death in 1997, and accused the British royal family of neglecting him and his wife Meghan as she contemplated suicide.",https://www.reuters.com/article/uk-britain-royals-idUSKCN2D20Z2,https://static.reuters.com/resources/r/?m=02&d=20210521&t=2&i=1562935505&r=LYNXNPEH4K0H2&w=800,2021-05-21T10:13:56Z,"By Reuters Staff
LONDON (Reuters) - Prince Harry said he abused alcohol to numb the pain of his mother Dianas death in 1997, and accused the British royal family of neglecting him and his wife Megha… [+1779 chars]"
64,"{'id': 'reuters', 'name': 'Reuters'}",Lewis Krauskopf,Wall St Week Ahead U.S. investors look to Europe for next leg of stock gains - Reuters,"As U.S. stocks are hit with a bout of volatility, some investors are looking to European equities, attracted by lower valuations and the region’s nascent emergence from the COVID-19 pandemic.",https://www.reuters.com/business/wall-st-week-ahead-us-investors-look-europe-next-leg-stock-gains-2021-05-21/,,2021-05-21T10:12:00Z,"As U.S. stocks are hit with a bout of volatility, some investors are looking to European equities, attracted by lower valuations and the regions nascent emergence from the COVID-19 pandemic.
Europea… [+4287 chars]"
65,"{'id': 'reuters', 'name': 'Reuters'}",Mike Dolan,COLUMN-Bitcoin volatility keeps it in 'neverland' :Mike Dolan - Reuters,Bitcoin's wild ride this week is far from unusual for the largest crypto token - but the rollercoaster is also its inherent contradiction.,https://www.reuters.com/article/us-global-crypto-currency-idUSKCN2D2125,https://static.reuters.com/resources/r/?m=02&d=20210521&t=2&i=1562937583&r=LYNXNPEH4K0IL&w=800,2021-05-21T10:04:59Z,"LONDON (Reuters) - Bitcoins wild ride this week is far from unusual for the largest crypto token - but the rollercoaster is also its inherent contradiction.
Representations of the virtual currency B… [+5415 chars]"
66,"{'id': 'reuters', 'name': 'Reuters'}",Lewis Krauskopf,U.S. investors look to Europe for next leg of stock gains - Reuters,"As U.S. stocks are hit with a bout of volatility, some investors are looking to European equities, attracted by lower valuations and the region’s nascent emergence from the COVID-19 pandemic.",https://www.reuters.com/article/us-usa-stocks-weekahead-idUSKCN2D2111,https://static.reuters.com/resources/r/?m=02&d=20210521&t=2&i=1562936689&r=LYNXNPEH4K0I1&w=800,2021-05-21T10:04:00Z,"NEW YORK (Reuters) - As U.S. stocks are hit with a bout of volatility, some investors are looking to European equities, attracted by lower valuations and the regions nascent emergence from the COVID-… [+4375 chars]"
67,"{'id': 'reuters', 'name': 'Reuters'}",Reuters,Prince Harry: pain of Diana's death pushed me to drink and drugs - Reuters UK,"Prince Harry said he abused alcohol to numb the pain of his mother Diana's death in 1997, and accused the British royal family of neglecting him and his wife Meghan as she contemplated suicide.",https://www.reuters.com/world/uk/prince-harry-pain-dianas-death-pushed-me-drink-drugs-2021-05-21/,https://www.reuters.com/resizer/0zFt1M1jV0mSfzA_jMNBS71hvBE=/1200x628/smart/cloudfront-us-east-2.images.arcpublishing.com/reuters/4JLP45LV3VN57AX62WKK32ERX4.jpg,2021-05-21T09:45:00Z,"Prince Harry said he abused alcohol to numb the pain of his mother Dianas death in 1997, and accused the British royal family of neglecting him and his wife Meghan as she contemplated suicide.
Harry… [+1807 chars]"
68,"{'id': 'nbc-news', 'name': 'NBC News'}","Todd Haselton, CNBC",Snap buys lens company for $500 million as augmented reality efforts ramp up,"<a href=""https://www.cnbc.com/quotes/SNAP"" target=""_blank"">Snap</a> is acquiring WaveOptics, a company that creates lenses and other parts that are used in",https://www.nbcnews.com/tech/tech-news/snap-buys-lens-company-500-million-augmented-reality-efforts-ramp-rcna1001,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-05/210521-Spectacles-al-1126-ec6c59.jpg",2021-05-21T15:30:29Z,"Snap is acquiring WaveOptics, a company that creates lenses and other parts that are used in augmented reality glasses. The acquisition will give Snap many of the components to create glasses that pe… [+1711 chars]"
69,"{'id': 'nbc-news', 'name': 'NBC News'}",The Associated Press,Apple brings CEO Tim Cook to court in defense of app store,Apple CEO Tim Cook will take the witness stand Friday to defend the company’s iPhone app store against charges that it has grown into an illegal monopoly.,https://www.nbcnews.com/tech/tech-news/apple-brings-ceo-tim-cook-court-defense-app-store-rcna996,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-05/210521-tim-cook-al-0821-71bf38.jpg",2021-05-21T12:23:39Z,"SAN RAMON, Calif. Apple CEO Tim Cook will take the witness stand Friday to defend the companys iPhone app store against charges that it has grown into an illegal monopoly one far more profitable than… [+4417 chars]"
70,"{'id': 'nbc-news', 'name': 'NBC News'}",Samantha Kubota,Lady Gaga opens up about past pregnancy after sexual assault,"Lady Gaga opens up in Oprah and Prince Harry's new series for Apple TV, ""The Me You Can't See,"" about being sexually assaulted as a teenager.",https://www.nbcnews.com/pop-culture/pop-culture-news/lady-gaga-opens-about-past-pregnancy-after-sexual-assault-n1268107,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2021_20/3476574/210521-lady-gaga-mc-1116.JPG",2021-05-21T10:27:00Z,"Oprah and Prince Harrys new series for Apple TV+, The Me You Cant See, features several stories from both everyday people and celebrities on how they struggle with their mental health.
In one especi… [+3028 chars]"
71,"{'id': 'nbc-news', 'name': 'NBC News'}",Adela Suliman,"Prince Harry accuses royals of 'total neglect,' says Diana's death led him to drink and drugs","""I was so angry with what happened to her, and the fact that there was no justice at all,"" Prince Harry tells Oprah about his mother's death in a new interview released Friday.",https://www.nbcnews.com/news/world/prince-harry-tells-oprah-diana-s-death-led-him-drink-n1268106,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2021_20/3476561/210521-prince-harry-oprah-mc-820.JPG",2021-05-21T09:45:23Z,"LONDON Prince Harry has accused the British royal family of ""total neglect"" and revealed he turned to drink and drugs years after the death of his mother, Princess Diana.
The Duke of Sussex made the… [+4705 chars]"
72,"{'id': 'nbc-news', 'name': 'NBC News'}",Jason Abbruzzese and Dylan Byers,Long live the bundle: How AT&T's big deal harkens a return to TV's old days,What streaming service is that show on? It's a question that has begun to dog consumers in the modern streaming age.,https://www.nbcnews.com/media/long-live-bundle-ts-big-deal-harkens-return-tvs-old-days-rcna950,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-05/210518-issa-rae-al-0858-d91060.jpg",2021-05-18T13:14:02Z,"What streaming service is that show on?
It's a question that has begun to dog consumers in the modern streaming age. It's also one that could eventually become a lot simpler if media mergers heat up… [+6004 chars]"
73,"{'id': 'nbc-news', 'name': 'NBC News'}",Kevin Collier,Hacker gangs show few signs of slowing after pipeline attack,"Many of the world's largest cybercrime gangs are still hacking and extorting victims, undeterred by the international spotlight.",https://www.nbcnews.com/tech/security/hacker-gangs-show-signs-slowing-pipeline-attack-rcna951,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-05/210517-internet-security-company-se-1154a-48880c.jpg",2021-05-17T23:06:55Z,"Many of the world's largest cybercrime gangs are still actively hacking and extorting victims, undeterred by the international spotlight after one of their peers hacked a U.S. fuel pipeline.
A Russi… [+3669 chars]"
74,"{'id': 'nbc-news', 'name': 'NBC News'}",Kevin Collier,Hacker gangs show little signs of slowing after pipeline attack,"Many of the world's largest cybercrime gangs are still actively hacking and extorting victims, undeterred by the international spotlight after one of their",https://www.nbcnews.com/tech/security/hacker-gangs-show-little-signs-slowing-pipeline-attack-rcna951,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-05/210517-internet-security-company-se-1154a-48880c.jpg",2021-05-17T22:37:21Z,"Many of the world's largest cybercrime gangs are still actively hacking and extorting victims, undeterred by the international spotlight after one of their peers hacked a U.S. fuel pipeline.
A Russi… [+3669 chars]"
75,"{'id': 'nbc-news', 'name': 'NBC News'}",Daniel Arkin,Bill Gates' reputation could be clouded by reports about his personal life,"The co-founder of Microsoft faces renewed scrutiny over allegations about his behavior and social ties, potentially threatening his public image.",https://www.nbcnews.com/news/us-news/bill-gates-reputation-could-be-clouded-reports-about-his-personal-n1267702,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2021_20/3475354/210517-bill-gates-se-1127a.jpg",2021-05-17T22:28:00Z,"In the last decade, Bill Gates cultivated a straightforward public image.
He earned a reputation as a visionary global philanthropist. He drew wide attention as a self-styled expert on Covid-19. He … [+4835 chars]"
76,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Alex Wilhelm,Daily Crunch: Snap spends more than $500M to acquire AR display startup WaveOptics,"Closing out the week, bitcoin dropped sharply today on (more?) news from China about possible restrictions on cryptocurrencies more broadly.  Regardless, we ...",https://techcrunch.com/2021/05/21/daily-crunch-8/,https://s.yimg.com/ny/api/res/1.2/08D3uLEbXuqENUVFSflHow--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwMDA7aD05MjM-/https://s.yimg.com/uu/api/res/1.2/3U2fEQXK9iprbiRXcSwY7g--~B/aD0xMzA0O3c9MjgyNjthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/techcrunch_350/93632c849aa1c9d08c4d260621c32a1a,2021-05-21T22:10:29Z,"To get a roundup of TechCrunchs biggest and most important stories delivered to your inbox every day at 3 p.m. PDT, subscribe here.
Welcome to Daily Crunch for May 21, 2021. Closing out the week, bi… [+6718 chars]"
77,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Richard Dal Porto,Daily Crunch: Snap spends more than $500M to acquire AR display startup WaveOptics,"Hello friends and welcome to Daily Crunch, bringing you the most important startup, tech and venture capital news in a single package.",http://techcrunch.com/2021/05/21/daily-crunch-8/,https://techcrunch.com/wp-content/uploads/2021/05/spectacles.jpg?w=764,2021-05-21T22:10:29Z,"To get a roundup of TechCrunchs biggest and most important stories delivered to your inbox every day at 3 p.m. PDT, subscribe here.
Welcome to Daily Crunch for May 21, 2021. Closing out the week, bi… [+6710 chars]"
78,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Taylor Hatmaker,White House teams up with dating apps to give vaccinated users free perks,"With vaccination rates slowing in the U.S., the White House is getting creative about getting shots in arms.  The White House COVID-19 response team...",https://techcrunch.com/2021/05/21/vaccinated-badges-free-boosts-tinder-bumble-okcupid-blk-chispa/,https://s.yimg.com/ny/api/res/1.2/9lYF_vyhCvBF9HeX2rSkOg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwMDA7aD0xMzMz/https://s.yimg.com/uu/api/res/1.2/F6XODI.Bjp1rAk0D.WNFMw--~B/aD0zNzM5O3c9NTYwOTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/techcrunch_350/100353809f9ef64465199e6bb911faae,2021-05-21T21:32:27Z,"(Bloomberg) -- The red-and-white flue stacks of the James M. Barry Electric Generating Station tower over the Mobile River, belching steam into the Alabama sky. The sprawling complex of coal and natu… [+11278 chars]"
79,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Devin Coldewey,Tim Cook plays innocent in Epic v Apple’s culminating testimony,"Apple CEO Tim Cook took his first turn in the witness chair this morning in what is probably the most anticipated testimony of the Epic v. Apple antitrust case. But rather than a fiery condemnation of Epic’s shenanigans and allegations, Cook offered a mild, c…",http://techcrunch.com/2021/05/21/tim-cook-plays-innocent-in-epic-v-apples-culminating-testimony/,https://techcrunch.com/wp-content/uploads/2015/11/465709344.jpg?w=553,2021-05-21T19:18:22Z,Apple CEO Tim Cook took his first turn in the witness chair this morning in what is probably the most anticipated testimony of the Epic v. Apple antitrust case. But rather than a fiery condemnation o… [+7273 chars]
80,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Devin Coldewey,Tim Cook plays innocent in Epic v Apple's culminating testimony,Apple CEO Tim Cook took his first turn in the witness chair this morning in what is probably the most anticipated testimony of the Epic v. Apple antitrust...,https://techcrunch.com/2021/05/21/tim-cook-plays-innocent-in-epic-v-apples-culminating-testimony/,https://s.yimg.com/ny/api/res/1.2/bxGfcNy4aUe_Q54VYBZoCg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwMDA7aD0xNDQ1/https://s.yimg.com/uu/api/res/1.2/E4B8KIU4Q50wlYnfxcYMmw--~B/aD0xODAxO3c9MjQ5MjthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/techcrunch_350/3618417df1ea6aae54d58dde4f626a2d,2021-05-21T19:18:22Z,Apple CEO Tim Cook took his first turn in the witness chair this morning in what is probably the most anticipated testimony of the Epic v. Apple antitrust case. But rather than a fiery condemnation o… [+7273 chars]
